NOME_PRODUTO,QUANTIDADE,COD_CLIENTE,COD_PRODUTO
TABLET NB728 MINI MS40G PRETO                ,1.0,6604,93
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,6605,94
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,6606,4
SMARTPHONE LG K9 TV LM-X210BMW DOURADO       ,1.0,6607,68
"TELEVISOR SMART 48"" KDL-48W655D SONY         ",1.0,6608,147
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,6609,92
RADIO RECEPTOR 2 FXS RM PF25 PT              ,1.0,6610,34
BOOMBOX BX-19 BIVOLT UP DYNAMIC              ,1.0,6611,61
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,6611,143
SUPORTE UNIV. BEDIN BU-25                    ,1.0,6612,2
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 IND,1.0,6613,166
CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     ,1.0,6614,44
SMARTPHONE SAMSUNG GAL J7 PRO J730 DB DR     ,1.0,6615,309
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,6615,45
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,6616,143
ROTEADOR RE184 1200MBPS AC DUAL              ,1.0,6617,236
SUPORTE UNIV. BEDIN BU-25                    ,1.0,6617,2
"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG",1.0,6618,42
SUPORTE UNIV. BEDIN BU-25                    ,1.0,6618,2
SMARTPHONE SAMSUNG GAL A30 A305 64GB PRETO   ,1.0,6619,54
CELULAR DL YC230 FLIP DB PRETO/LARANJA       ,1.0,6619,310
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,6620,32
"TELEVISOR 40"" 40S6500FS HD LED SEMP TCL      ",1.0,6621,155
SUPORTE UNIV. BEDIN BU-25                    ,1.0,6621,2
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,6622,79
TABLET NB710 MS60 PRETO/PRATA MULTILASER     ,1.0,6623,104
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,6624,25
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,6625,79
CELULAR SEMP GO 1E 2G COM BASE PRETO         ,1.0,6625,115
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    ,1.0,6626,118
TABLET NB305 M7 3G PLUS QUAD CORE ROSA       ,1.0,6626,264
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6627,6
SUPORTE PRETO TV LCD 10 A 55 BR ART SBRP130  ,1.0,6628,39
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,6628,72
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,6629,72
RADIO PORTATIL MULTIBANDA TR849              ,1.0,6630,238
PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   ,1.0,6631,242
SMARTPHONE LG K11 PLUS DB DOURADO            ,1.0,6632,161
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,6632,160
SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    ,1.0,6633,41
SUPORTE UNIV. BEDIN BU-25                    ,1.0,6634,2
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,6635,4
"TELEVISOR SMART 43"" S3900FS SEMP TCL         ",1.0,6636,178
CAIXA AMPLIFICADA CM-09 CONNECT DJ CONTROLLER,1.0,6637,16
ROTEADOR RE184 1200MBPS AC DUAL              ,1.0,6638,236
SMARTPHONE SAMSUNG GAL A30 A305 64GB PRETO   ,1.0,6638,54
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,6639,1
"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG",1.0,6640,42
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,6641,12
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6642,6
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,6643,4
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,6644,89
TABLET NB304 M7 3G PLUS QUAD CORE PRETO      ,1.0,6645,28
BOX LINE OPB 5060-X BLUETOOTH ONEAL          ,1.0,6646,252
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6647,6
PEN DRIVE 32GB PD589 TWIST PRETO             ,1.0,6648,75
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,6649,72
SMARTPHONE SAMSUNG GAL A30S 64GB VIOLETA     ,1.0,6649,141
SUPORTE UNIV. BEDIN BU-25                    ,1.0,6650,2
ROTEADOR RE160 300 MBPS NOVO (05)            ,1.0,6651,18
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,6652,4
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6653,6
"TELEVISOR SMART 32"" TC32FS600B PANASONIC     ",1.0,6653,154
SMARTPHONE LG K50S 32GB AZUL                 ,1.0,6654,129
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,6655,160
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,6656,89
CELULAR SEMP GO 1E 2G COM BASE PRETO         ,1.0,6656,115
PEN DRIVE MC162 2X1 LEITOR USB SD 16GB       ,1.0,6657,38
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6658,6
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,6658,94
"TELEVISOR SMART 50"" 50P65US ULTRA HD 4K      ",1.0,6659,109
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 IND,1.0,6660,166
ANTENA 1 50 MT MULTIPONTO CENTURY            ,1.0,6661,14
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,6661,4
PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   ,1.0,6662,242
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,6663,72
"TELEVISOR SMART 49"" 49SK6200 HD LED 4K SEMP T",1.0,6664,106
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,6665,72
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,6666,45
SUPORTE PRETO TV LCD 10 A 55 BR ART SBRP130  ,1.0,6667,39
"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL",1.0,6667,90
"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG",1.0,6668,42
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,6669,45
SUPORTE UNIV. BEDIN BU-25                    ,1.0,6670,2
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,6670,89
SMARTPHONE SAMSUNG GAL A20  A205 32GB PRETO  ,1.0,6671,58
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,6672,1
TABLET NB306 M7 3G PLUS QUAD CORE DOURADA    ,1.0,6672,81
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,6673,40
CELULAR RIU FLIP 2.4 DB DOURADO              ,1.0,6674,59
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,6674,50
CELULAR SEMP GO 1E 2G COM BASE PRETO         ,1.0,6674,115
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,6675,50
SMARTPHONE SAMSUNG GAL J4 CORE 16GB AZUL     ,1.0,6676,135
SMARTPHONE LG K8 PLUS PLATINUM               ,1.0,6676,113
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,6677,40
RADIO RECEPTOR 5 FXS RM PF34                 ,1.0,6678,29
DVD D-14 GAME STAR II MONDIAL                ,1.0,71,110
"TELEVISOR SMART 55"" 55P65US 4K SEMP TCL      ",1.0,6679,280
SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       ,1.0,6680,120
"TELEVISOR SMART 50"" 4K UN50NU7100 SAMSUNG    ",1.0,6681,278
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,6682,72
SMARTPHONE SAMSUNG GAL J2 PRIME S/ TV 16GB DR,1.0,6683,82
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,6684,143
SMARTPHONE SAMSUNG GAL A20  A205 32GB PRETO  ,1.0,6685,58
PEN DRIVE 32GB PD589 TWIST PRETO             ,1.0,6686,75
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,6687,1
DVD D-14 GAME STAR II MONDIAL                ,1.0,6688,110
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,6689,1
CELULAR RIU-I R200 DB PRETO-AZUL             ,1.0,6690,150
RADIO RECEPTOR RM-PUSM81AC USB               ,1.0,6691,101
ROTEADOR RE058 150MBPS 1 ANT.4PTS.LAN        ,1.0,6692,254
TABLET NB730 MINI MS50G PRATA/PRETO          ,1.0,6693,10
TABLET NB731 MINI MS50G DOURADO/BRANCO       ,1.0,6693,11
TABLET NB733 MINI MS50X AZUL/PRETO           ,1.0,6693,23
TABLET NB736 MINI MS50G PRETO                ,1.0,6693,97
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,6694,160
SMARTPHONE SAMSUNG GAL A50  A505 64GB AZUL   ,1.0,6694,294
CAIXA AMPLIFICADA CM-07 MONDIAL              ,1.0,6695,51
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,11,50
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,11,79
SMARTPHONE LG K12 MAX PRETO                  ,1.0,6696,66
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,6697,79
TABLET NB273 M7S PLUS 8GB PRETO              ,1.0,6698,201
TABLET NB710 MS60 PRETO/PRATA MULTILASER     ,1.0,6699,104
SMARTPHONE SAMSUNG GAL A30 A305 64GB PRETO   ,1.0,6699,54
DVD D-14 GAME STAR II MONDIAL                ,1.0,6700,110
CELULAR INFINITY W201 PRETO                  ,1.0,6701,57
TABLET NB732 MINI MS50X PRETO                ,1.0,6702,22
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6703,6
SMARTPHONE LG K8 PLUS PRETO                  ,1.0,6704,127
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,6705,48
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6706,6
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,6706,79
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,6707,4
SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   ,1.0,6708,91
TABLET NB304 M7 3G PLUS QUAD CORE PRETO      ,1.0,6709,28
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,6710,31
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,6711,72
SMARTPHONE LG K8 PLUS AZUL                   ,1.0,6712,126
CELULAR INFINITY W201 PRETO                  ,1.0,6713,57
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6714,6
PEN DRIVE MC161 2X1 LEITOR USB SD 8G         ,1.0,6714,56
SMARTPHONE LG K9 TV LM-X210BMW DOURADO       ,1.0,6715,68
SMARTPHONE SAMSUNG GAL A50 A505 128GB PRETO  ,1.0,6715,173
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,6716,48
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,6717,21
CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     ,1.0,6718,44
SMARTPHONE LG K8 PLUS PLATINUM               ,1.0,6719,113
TABLET NB706 MINI MS50L PRETO/GRAFIT         ,1.0,6720,43
TABLET NB707 MINI MS50L BRANCO/DOURADO       ,1.0,6720,157
CELULAR INFINITY W201 PRETO                  ,1.0,6721,57
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,6722,40
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,6723,32
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,6724,1
SUPORTE UNIV. BEDIN BU-25                    ,1.0,342,2
TABLET NB304 M7 3G PLUS QUAD CORE PRETO      ,1.0,6725,28
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6726,6
SMARTPHONE SAMSUNG GAL A30  A305 64GB BRANCO ,1.0,6726,65
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,6727,40
SMARTPHONE SAMSUNG GAL A20  A205 32GB VERM   ,1.0,6727,80
BOX LINE OCM 3910 ONEAL                      ,1.0,6728,265
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,6728,31
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6729,6
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,6729,45
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,6730,4
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,6730,48
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,6730,160
SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN,1.0,6731,88
SMARTPHONE SAMSUNG GAL A30  A305 64GB BRANCO ,1.0,6731,65
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6732,6
DVD D-15 KARAOKE MONDIAL                     ,1.0,6733,13
"TELEVISOR 24"" S1300 L1850 HD LED SEMP TCL    ",1.0,6734,163
CARREGADOR VEICULAR USB PTO                  ,1.0,6735,180
SMARTPHONE MOTOROLA MOTO ONE DB PRETO        ,1.0,6735,179
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6736,6
"TELEVISOR SMART 40"" KDL-40W655D SONY         ",1.0,6736,103
RADIO AUTOMOTIVO P3321 BLUETOOTH MULTILASER  ,1.0,6737,282
DVD D-15 KARAOKE MONDIAL                     ,1.0,6738,13
SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        ,1.0,6739,96
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6740,6
SUPORTE UNIV. BEDIN BU-25                    ,1.0,6740,2
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    ,1.0,6741,73
TABLET NB304 M7 3G PLUS QUAD CORE PRETO      ,1.0,6741,28
RADIO AUTOMOTIVO P3336 POP BT 4X25W PT       ,1.0,6742,53
CAIXA AMPLIFICADA CM-07 MONDIAL              ,1.0,6743,51
BOOMBOX BX-19 BIVOLT UP DYNAMIC              ,1.0,6744,61
PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   ,1.0,6744,242
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,6745,48
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6746,6
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,6747,94
"TELEVISOR 24"" S1300 L1850 HD LED SEMP TCL    ",1.0,6748,163
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,343,33
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,343,92
CAIXA AMPLIFICADA CM-09 CONNECT DJ CONTROLLER,1.0,343,16
RADIO CJ88 ABRALLK LG                        ,1.0,6749,99
TABLET NB731 MINI MS50G DOURADO/BRANCO       ,1.0,6750,11
CELULAR RIU FLIP 2.4 DB DOURADO              ,1.0,6751,59
"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL",1.0,6752,90
SMARTPHONE MOTOROLA MOTO E6 PLAY 32GB AZUL   ,1.0,6753,62
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,6754,1
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,6755,21
SMARTPHONE RIU EKO 4.0 DOURADO               ,1.0,6756,137
CELULAR SEMP GO 1E 2G COM BASE PRETO         ,1.0,6757,115
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6758,6
"TELEVISOR SMART 49"" UN49J5290 SAMSUNG        ",1.0,6758,140
RADIO RECEPTOR 7 FXS RM PFT73AC              ,1.0,6759,133
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    ,1.0,6759,118
SMARTPHONE LG K9 TV LM-X210BMW DOURADO       ,1.0,6760,68
SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      ,1.0,6760,125
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,6761,45
CAIXA DE SOM AMPLIF.TROLLEY 8 POL SP329      ,1.0,6762,27
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,344,6
"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG",1.0,6763,42
SMARTPHONE LG K9 TV LM-X210BMW INDIGO        ,1.0,6764,7
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    ,1.0,6765,73
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,6766,21
SMARTPHONE SAMSUNG GAL A30 A305 64GB AZUL    ,1.0,6767,85
"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL",1.0,6768,90
TABLET NB711 MS60 DOURADO/BRANCO MULTILASER  ,1.0,6769,196
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6770,6
ANTENA 1.70 MT MULTIPONTO CENTURY            ,1.0,6771,3
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,6771,4
CELULAR INFINITY W201 PRETO                  ,1.0,6772,57
TABLET NB720 MINI MS45 4G PRETO              ,1.0,6773,52
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6774,6
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,6775,25
TABLET NB304 M7 3G PLUS QUAD CORE PRETO      ,1.0,6775,28
CELULAR RIU FLIP 2.4 DB DOURADO              ,1.0,347,59
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6776,6
RADIO RECEPTOR RM-PUSM81AC USB               ,1.0,6777,101
SUPORTE UNIV. BEDIN BU-25                    ,1.0,6778,2
RADIO RECEPTOR 7 FXS RM PFT73AC              ,1.0,6779,133
SMARTPHONE SAMSUNG GAL J6 32GB PRETO         ,1.0,6780,240
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,6781,4
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,6782,48
CAIXA BLUETOOTH BS12A 12W SEMP TCL           ,1.0,6783,174
SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    ,1.0,6784,41
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,6785,40
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,6786,143
CELULAR BLU TANK II T193 DB PRETO AZUL       ,1.0,6787,136
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    ,1.0,6788,73
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6789,6
"TELEVISOR SMART 40"" KDL-40W655D SONY         ",1.0,6789,103
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,6790,143
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,6791,4
"TELEVISOR SMART 50"" P6US ULTRA HD 4K HDR SEMP",1.0,6791,185
CELULAR DL YC 130 DB PRETO                   ,1.0,6792,247
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,6793,33
CELULAR RIU-I R200 DB PRETO-AZUL             ,1.0,6794,150
RADIO RECEPTOR 7 FXS RM PFT73AC              ,1.0,6795,133
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6796,6
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,6796,79
CONJ.SC-AKX700LBK SOM 3X1 PANASONIC          ,1.0,6797,198
"TELEVISOR SMART 43"" 43LK5750PSA.BWZ LG       ",1.0,6798,212
SUPORTE UNIV. BEDIN BU-25                    ,1.0,6798,2
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,6799,12
PULSO DR PULSEIRA DR QZ 2035MFN/4A TECHNOS   ,1.0,6800,311
"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG",1.0,6801,42
"TELEVISOR SMART 50"" P6US ULTRA HD 4K HDR SEMP",1.0,6801,185
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,348,12
CELULAR BLU TANK II T193 DB PRETO AZUL       ,1.0,349,136
CONJ.SC-AKX220LBK PANASONIC                  ,1.0,349,171
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,349,50
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,349,72
"TELEVISOR SMART 32"" TC32FS600B PANASONIC     ",1.0,349,154
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,349,40
SMARTPHONE SAMSUNG GAL A10S 32GB PRETO       ,1.0,349,119
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,6802,48
RADIO RECEPTOR 2 FXS RM PFT22AC              ,1.0,6803,5
TABLET NB184 M7S QUAD CORE PRETO             ,1.0,6804,35
TABLET NB706 MINI MS50L PRETO/GRAFIT         ,1.0,6804,43
TABLET NB707 MINI MS50L BRANCO/DOURADO       ,1.0,6804,157
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,6805,143
PEN DRIVE 16GB PD588 TWIST PRETO             ,1.0,6806,77
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,6807,21
TABLET NB184 M7S QUAD CORE PRETO             ,1.0,6808,35
CARREGADOR VEICULAR USB PTO                  ,1.0,6809,180
SMARTPHONE MOTOROLA MOTO G7 XT1962-4 DB ONIX ,1.0,6809,181
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,6810,33
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,6811,94
"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL",1.0,6812,90
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,6813,72
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,6813,21
CAIXA DE SOM AMPLIF.TROLLEY 8 POL SP329      ,1.0,6813,27
SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      ,1.0,6814,125
CELULAR INFINITY W201 PRETO                  ,1.0,6815,57
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6816,6
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,6817,50
CAIXA AMPLIFICADA CM-13 BIVOLT BLUETOOTH     ,1.0,6818,26
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,6819,30
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,6819,12
PEN DRIVE MC161 2X1 LEITOR USB SD 8G         ,1.0,6820,56
PEN DRIVE 16GB PD588 TWIST PRETO             ,1.0,6821,77
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,6822,160
ROTEADOR RE184 1200MBPS AC DUAL              ,1.0,350,236
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,6823,50
CARREGADOR VEICULAR USB PTO                  ,1.0,6823,180
SMARTPHONE MOTOROLA MOTO ONE DB PRETO        ,1.0,6823,179
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6824,6
PEN DRIVE SONY R 8GB USMRGR                  ,1.0,6824,8
SMARTPHONE LG K12 PLUS PLATINUM              ,1.0,6824,209
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,6824,40
SMARTPHONE MOTOROLA MOTO G8 PLUS 64GB CEREJA ,1.0,6824,132
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6825,6
RADIO RECEPTOR 7 FXS RM PFT73AC              ,1.0,6826,133
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6827,6
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6828,6
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6829,6
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,6829,72
ROTEADOR RE184 1200MBPS AC DUAL              ,1.0,6830,236
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,6831,45
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6832,6
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,6832,12
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,351,4
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6833,6
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,6834,33
PEN DRIVE MC162 2X1 LEITOR USB SD 16GB       ,1.0,6834,38
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,6835,72
CAIXA AMPLIFICADA MCO-09 MULTI CONNECT       ,1.0,6836,217
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,6837,1
CELULAR INFINITY W201 PRETO                  ,1.0,6837,57
SMARTPHONE SAMSUNG GAL A30 A305 64GB PRETO   ,1.0,6838,54
"TELEVISOR SMART 40"" KDL-40W655D SONY         ",1.0,6839,103
SMARTPHONE SAMSUNG GAL J6 32GB PRATA         ,1.0,6840,145
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6841,6
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6842,6
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,6842,94
PEN DRIVE 32GB PD589 TWIST PRETO             ,1.0,6843,75
SUPORTE UNIV. BEDIN BU-25                    ,1.0,6843,2
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,6844,6
SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN,1.0,6844,88
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,6844,12
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,6845,33
CELULAR RIU-I R200 DB PRETO-AMARELO          ,1.0,6846,172
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,6847,48
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,6848,79
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,6849,79
CAIXA AMPLIFICADA CM-13 BIVOLT BLUETOOTH     ,1.0,6850,26
SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   ,1.0,6850,91
AUTO RADIO MVH-98UB PIONEER                  ,1.0,352,246
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,352,72
CELULAR SEMP GO 1E 2G COM BASE PRETO         ,1.0,352,115
TABLET NB306 M7 3G PLUS QUAD CORE DOURADA    ,1.0,6851,81
BOX LINE OCM 3910 ONEAL                      ,1.0,353,265
TABLET NB731 MINI MS50G DOURADO/BRANCO       ,1.0,353,11
SUPORTE UNIV. BEDIN BU-25                    ,1.0,353,2
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,6852,4
DVD D-15 KARAOKE MONDIAL                     ,1.0,6853,13
CELULAR RIU-I R200 DB PRETO-AMARELO          ,1.0,6854,172
