NOME_PRODUTO,QUANTIDADE,COD_CLIENTE,COD_PRODUTO
SMARTPHONE LG K9 TV LM-X210BMW DOURADO       ,1.0,1861,68
"TELEVISOR SMART 49"" UN49J5290 SAMSUNG        ",1.0,1862,140
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,1862,21
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,1863,72
ROTEADOR RE160 300 MBPS NOVO (05)            ,1.0,1864,18
PEN DRIVE MC161 2X1 LEITOR USB SD 8G         ,1.0,1864,56
PEN DRIVE MC161 2X1 LEITOR USB SD 8G         ,1.0,1865,56
ROTEADOR RE057 150MBPS 1 ANT.4PTS.LAN        ,1.0,1866,142
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,1867,31
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    ,1.0,1868,118
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,1869,72
PEN DRIVE SONY R 8GB USMRGR                  ,1.0,1870,8
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,1870,48
CELULAR SEMP GO 1E 2G COM BASE PRETO         ,1.0,1871,115
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,1872,50
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,1873,25
CONJ.SC-AKX220LBK PANASONIC                  ,1.0,1874,171
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,1874,12
ROTEADOR RE160 300 MBPS NOVO (05)            ,1.0,1875,18
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,1876,6
"TELEVISOR SMART 43"" UHD BT UN43RU7100 SAMSUNG",1.0,1876,244
PEN DRIVE 8GB PD687 TWIST ROSA               ,1.0,1877,245
PEN DRIVE 16GB PD588 TWIST PRETO             ,1.0,1878,77
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,1878,30
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,1878,31
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,1878,32
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,1879,50
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,1879,160
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,1880,72
RADIO CJ88 ABRALLK LG                        ,1.0,1881,99
"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG",1.0,1882,42
AUTO RADIO MVH-98UB PIONEER                  ,1.0,1883,246
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,1883,72
SMARTPHONE LG K12 MAX PRETO                  ,1.0,1883,66
SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    ,1.0,1883,74
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,1884,40
CAIXA AMPLIFICADA CM-13 BIVOLT BLUETOOTH     ,1.0,1885,26
PEN DRIVE 16GB PD588 TWIST PRETO             ,1.0,1886,77
"TELEVISOR SMART 32"" TC32FS600B PANASONIC     ",1.0,1887,154
"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG",1.0,1888,42
CELULAR INFINITY W201 PRETO                  ,1.0,1888,57
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,1889,79
PEN DRIVE SONY R 16GB USMRGR                 ,1.0,1890,9
RADIO PORTATIL MULTIBANDA TR849              ,1.0,1890,238
SMARTPHONE LG K12 PLUS PRETO                 ,1.0,1891,122
SMARTPHONE LG K11 PLUS DB DOURADO            ,1.0,1892,161
TELEJOGO MOD XP 199                          ,1.0,1893,67
MEGA DRIVE 22 JOGOS TECTOY                   ,1.0,1893,216
SMARTPHONE LG K9 TV LM-X210BMW INDIGO        ,1.0,1894,7
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,1894,21
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,1895,160
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,1896,6
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,1897,48
SUPORTE UNIV. BEDIN BU-25                    ,1.0,1898,2
CELULAR RIU-I R200 DB PRETO-AMARELO          ,1.0,1899,172
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,1900,48
ANTENA 1.70 MT MULTIPONTO CENTURY            ,1.0,1901,3
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,1902,25
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,1903,6
CONJ.SC-AKX700LBK SOM 3X1 PANASONIC          ,1.0,1903,198
SMARTPHONE LG K9 TV LM-X210BMW INDIGO        ,1.0,1904,7
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,1905,30
RADIO PORTATIL TR04B C/CD/BLUETOOTH SEMP     ,1.0,1906,114
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,1907,25
SMARTPHONE SAMSUNG GAL A10S 32GB PRETO       ,1.0,1908,119
SMARTPHONE LG K40S LMX430 BMW PRETO          ,1.0,1909,60
SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    ,1.0,1910,78
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,1910,1
TABLET NB184 M7S QUAD CORE PRETO             ,1.0,1911,35
CELULAR BLU TANK II T193 DB PRETO VERMELHO   ,1.0,1912,146
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,1913,72
CELULAR RIU-I R200 DB PRETO-AZUL             ,1.0,1914,150
BOX LINE OCM 3915 ONEAL                      ,1.0,1915,223
SMARTPHONE SAMSUNG GAL A20  A205 32GB VERM   ,1.0,1915,80
SUPORTE UNIV. BEDIN BU-25                    ,1.0,136,2
TABLET NB296 M7S LITE 8GB PRETO              ,1.0,1916,63
MINI SYSTEM PH470BT  PHILCO                  ,1.0,1917,215
SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   ,1.0,1918,91
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,1919,33
BOOMBOX BX-19 BIVOLT UP DYNAMIC              ,1.0,1919,61
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,1920,1
SMARTPHONE LG K8 PLUS AZUL                   ,1.0,1920,126
CAIXA AMPLIFICADA CM-09 CONNECT DJ CONTROLLER,1.0,1920,16
TABLET NB720 MINI MS45 4G PRETO              ,1.0,1921,52
PEN DRIVE 16GB PD588 TWIST PRETO             ,1.0,1922,77
TABLET NB276 M7S 3G PLUS 8GB DOURADO         ,1.0,1923,206
"TELEVISOR SMART 43"" S3900FS SEMP TCL         ",1.0,1924,178
SUPORTE UNIV. BEDIN BU-25                    ,1.0,1925,2
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,137,31
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,1926,160
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,1927,50
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,1928,21
TABLET NB304 M7 3G PLUS QUAD CORE PRETO      ,1.0,1929,28
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,1930,21
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,1931,1
PEN DRIVE SONY R 8GB USMRGR                  ,1.0,1932,8
TABLET NB720 MINI MS45 4G PRETO              ,1.0,1933,52
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,1934,72
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,1935,6
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,1936,6
ROTEADOR RE160 300 MBPS NOVO (05)            ,1.0,1937,18
CELULAR DL YC 130 DB PRETO                   ,1.0,1938,247
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,1938,72
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,1938,32
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,1939,12
AUTO RADIO AR-06 PRETO                       ,1.0,1939,17
SMARTPHONE SAMSUNG GAL A20S 32GB PRETO       ,1.0,1940,95
SMARTPHONE SAMSUNG GAL J6 32GB PRATA         ,1.0,1941,145
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,1942,160
PEN DRIVE 16GB PD588 TWIST PRETO             ,1.0,1943,77
SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    ,1.0,138,41
SMARTPHONE RIU EKO 4.0 DOURADO               ,1.0,1944,137
SMARTPHONE SAMSUNG GALAXY J4 PLUS 32GB PRETO ,1.0,1945,71
MINI SYSTEM MHC-GT3D SONY                    ,1.0,1946,228
PEN DRIVE MC162 2X1 LEITOR USB SD 16GB       ,1.0,1946,38
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,1946,72
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,1946,25
SMARTPHONE SAMSUNG GAL A70  A705 128GB BRANCO,1.0,1946,248
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,1947,21
TABLET NB728 MINI MS40G PRETO                ,1.0,1948,93
DVD D-14 GAME STAR II MONDIAL                ,1.0,1949,110
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    ,1.0,1950,73
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,1951,4
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,1952,72
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,1953,31
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,1953,40
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,1954,94
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,1955,48
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,1956,12
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,1957,6
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,1957,50
RADIO RECEPTOR 2 FXS RM PFT22AC              ,1.0,1958,5
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,1959,40
"TELEVISOR 40"" 40S6500FS HD LED SEMP TCL      ",1.0,1960,155
SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    ,1.0,1961,41
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,1962,79
TABLET NB732 MINI MS50X PRETO                ,1.0,1963,22
SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB OU,1.0,1964,249
SMARTPHONE SAMSUNG GAL A50  A505 64GB PRETO  ,1.0,1964,165
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,1965,1
ROTEADOR RE160 300 MBPS NOVO (05)            ,1.0,1966,18
SMARTPHONE RIU EKO 4.0 PRETO                 ,1.0,1966,158
SMARTPHONE LG K8 PLUS AZUL                   ,1.0,1967,126
"TELEVISOR 40"" 40S6500FS HD LED SEMP TCL      ",1.0,1968,155
RADIO RECEPTOR 7 FXS RM PFT73AC              ,1.0,1969,133
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,1970,12
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,1970,21
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,1971,6
DVD D-15 KARAOKE MONDIAL                     ,1.0,1972,13
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,1972,89
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,139,6
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,40,33
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,1973,31
SMARTPHONE MOTOROLA MOTO ONE MACRO 64GB VIOL ,1.0,1974,123
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,1975,40
SMARTPHONE SAMSUNG GAL A10S 32GB PRETO       ,1.0,1976,119
SMARTPHONE SAMSUNG GAL A10S 32GB PRETO       ,1.0,1977,119
"TELEVISOR 40"" 40S6500FS HD LED SEMP TCL      ",1.0,1978,155
SMARTPHONE LG K9 TV LM-X210BMW DOURADO       ,1.0,1979,68
CELULAR RIU-I R200 DB BRANCO-ROSA            ,1.0,1980,250
TABLET NB184 M7S QUAD CORE PRETO             ,1.0,1981,35
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,1982,48
SUPORTE UNIV. BEDIN BU-25                    ,1.0,1983,2
PEN DRIVE 32GB PD589 TWIST PRETO             ,1.0,140,75
DVD D-15 KARAOKE MONDIAL                     ,1.0,1984,13
SUPORTE UNIV. BEDIN BU-25                    ,1.0,1985,2
"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL",1.0,1986,37
SMARTPHONE LG K8 PLUS AZUL                   ,1.0,1987,126
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,1988,48
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,141,92
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,141,89
PEN DRIVE MC163 2X1 LEITOR USB SD 32GB       ,1.0,1989,107
SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    ,1.0,1989,74
RADIO AUTOMOTIVO P3335 POP 1 4X25WRMS PT     ,1.0,1990,182
SMARTPHONE SAMSUNG GAL A20  A205 32GB VERM   ,1.0,1991,80
SMARTPHONE BLU STUDIO J1 PRETO               ,1.0,1992,87
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,1993,6
AUTO RADIO AR-06 PRETO                       ,1.0,1994,17
MINI SYSTEM MHC-M80D SONY                    ,1.0,1995,251
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,1996,160
SMARTPHONE SAMSUNG GAL A10S 32GB PRETO       ,1.0,1997,119
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,1998,31
SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       ,1.0,1999,120
MEGA DRIVE 22 JOGOS TECTOY                   ,1.0,2000,216
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2001,6
SMARTPHONE SAMSUNG GALAXY J4 PLUS 32GB PRETO ,1.0,2002,71
TABLET NB731 MINI MS50G DOURADO/BRANCO       ,1.0,2003,11
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,2003,21
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2004,6
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,2005,1
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2006,6
TABLET NB731 MINI MS50G DOURADO/BRANCO       ,1.0,2007,11
BOX LINE OPB 5060-X BLUETOOTH ONEAL          ,1.0,2008,252
PEN DRIVE MC161 2X1 LEITOR USB SD 8G         ,1.0,2009,56
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,2010,30
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,2011,160
SMARTPHONE MOTOROLA MOTO E6 PLAY 32GB AZUL   ,1.0,2012,62
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,2013,45
"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG",1.0,2014,42
RADIO RECEPTOR 2 FXS RM PF25 PT              ,1.0,2015,34
SMARTPHONE LG K9 TV LM-X210BMW DOURADO       ,1.0,2015,68
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,2016,21
BOX LINE OCM 4115 PT ONEAL                   ,1.0,2017,139
"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG",1.0,2018,42
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2019,6
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,2020,92
PEN DRIVE PD590 64GB TWIST PRETO             ,1.0,2020,200
SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    ,1.0,2020,78
CELULAR BLU TANK II T193 DB PRETO VERMELHO   ,1.0,2021,146
SMARTPHONE RIU EKO 4.0 DOURADO               ,1.0,2021,137
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2022,6
"TELEVISOR SMART 48"" KDL-48W655D SONY         ",1.0,2022,147
SMARTPHONE SAMSUNG GAL A30 A305 64GB PRETO   ,1.0,2023,54
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,2024,25
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,2025,31
PEN DRIVE MC161 2X1 LEITOR USB SD 8G         ,1.0,2026,56
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,2027,143
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2028,6
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,2028,79
TABLET NB304 M7 3G PLUS QUAD CORE PRETO      ,1.0,2029,28
ROTEADOR RE160 300 MBPS NOVO (05)            ,1.0,2030,18
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,2031,48
TABLET NB296 M7S LITE 8GB PRETO              ,1.0,2032,63
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,2033,40
RADIO RECEPTOR 2 FXS RM PF25 PT              ,1.0,2034,34
CELULAR BLU TANK II T193 DB PRETO VERMELHO   ,1.0,2035,146
"TELEVISOR SMART 49"" UN49J5200 SAMSUNG        ",1.0,2036,49
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,2037,25
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,2037,21
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,2038,25
CELULAR SEMP GO 1E 2G COM BASE PRETO         ,1.0,2039,115
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2040,6
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,2040,72
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,2041,25
CONJ.SC-AKX100LBK PANASONIC                  ,1.0,41,253
"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL",1.0,2042,37
ROTEADOR RE058 150MBPS 1 ANT.4PTS.LAN        ,1.0,2043,254
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,2044,30
KIT CAPA E PELICULA LG K9TV                  ,1.0,2044,237
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,2045,1
TABLET NB304 M7 3G PLUS QUAD CORE PRETO      ,1.0,2046,28
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,2047,30
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    ,1.0,2048,118
"TELEVISOR SMART 32"" TC32FS600B PANASONIC     ",1.0,2049,154
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,2050,50
SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    ,1.0,2050,41
SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      ,1.0,2051,125
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,2052,79
ROTEADOR RE057 150MBPS 1 ANT.4PTS.LAN        ,1.0,2053,142
RADIO PORTATIL MULTIBANDA TR849              ,1.0,2053,238
SUPORTE UNIV. BEDIN BU-25                    ,1.0,2054,2
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2055,6
"TELEVISOR 24"" S1300 L1850 HD LED SEMP TCL    ",1.0,2055,163
SMARTPHONE LG K11 PLUS DB DOURADO            ,1.0,2056,161
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,2056,48
SMARTPHONE LG K9 TV LM-X210BMW INDIGO        ,1.0,2057,7
SUPORTE UNIV. BEDIN BU-25                    ,1.0,2057,2
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,2058,25
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,2059,79
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2060,6
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,2060,4
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,2060,12
TABLET NB184 M7S QUAD CORE PRETO             ,1.0,2061,35
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2062,6
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,2063,4
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,2064,94
CELULAR BLU JENNY 2.8 T276 DB PRETO-VERMEL   ,1.0,2065,112
SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   ,1.0,2066,91
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,2067,92
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,143,33
"TELEVISOR SMART 48"" KDL-48W655D SONY         ",1.0,2068,147
SUPORTE UNIV. BEDIN BU-25                    ,1.0,2069,2
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,2070,31
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,2071,31
RADIO RECEPTOR 2 FXS RM PF25 PT              ,1.0,2072,34
"TELEVISOR SMART 55"" 4K UN55NU7100 SAMSUNG    ",1.0,2073,255
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,2074,4
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2075,6
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,2075,12
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,2076,40
CAIXA AMPLIFICADA CM-14 MULT CONECT          ,1.0,42,175
SUPORTE UNIV. BEDIN BU-25                    ,1.0,42,2
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,2077,21
"TELEVISOR 40"" 40S6500FS HD LED SEMP TCL      ",1.0,2078,155
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2079,6
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,2079,12
SUPORTE UNIV. BEDIN BU-25                    ,1.0,2080,2
TABLET NB304 M7 3G PLUS QUAD CORE PRETO      ,1.0,2081,28
ROTEADOR RE160 300 MBPS NOVO (05)            ,1.0,2082,18
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,2083,25
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,2083,21
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,2083,48
TABLET NB733 MINI MS50X AZUL/PRETO           ,1.0,2084,23
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,2085,79
RADIO RECEPTOR 2 FXS RM PF25 PT              ,1.0,2086,34
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,2086,92
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,2087,40
CAIXA AMPLIFICADA CM-13 BIVOLT BLUETOOTH     ,1.0,2088,26
SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    ,1.0,2088,74
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,2089,33
SUPORTE UNIV. BEDIN BU-25                    ,1.0,2090,2
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,2091,1
SUPORTE UNIV. BEDIN BU-25                    ,1.0,2092,2
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2093,6
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,2094,21
CAIXA AMPLIFICADA CM-13 BIVOLT BLUETOOTH     ,1.0,2095,26
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,2096,89
"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL",1.0,2097,37
SMARTPHONE LG K8 PLUS PLATINUM               ,1.0,2097,113
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,2098,12
CONJ.SC-AKX440LBK PANASONIC                  ,1.0,2099,208
SUPORTE UNIV. BEDIN BU-25                    ,1.0,2099,2
AUTO RADIO AR-06 PRETO                       ,1.0,2100,17
SMARTPHONE SAMSUNG GAL A20S 32GB PRETO       ,1.0,2101,95
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2102,6
SMARTPHONE SAMSUNG GAL J6 32GB PRATA         ,1.0,2103,145
DVD D-15 KARAOKE MONDIAL                     ,1.0,2104,13
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,2105,25
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2106,6
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,2107,40
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2108,6
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,2109,1
PEN DRIVE SONY MINI METALICO USM16MX 16GB    ,1.0,2110,168
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2111,6
"TELEVISOR SMART 43"" S3900FS SEMP TCL         ",1.0,2111,178
SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB OU,1.0,2112,249
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,2113,48
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,2113,160
PEN DRIVE MC161 2X1 LEITOR USB SD 8G         ,1.0,2114,56
CAIXA BLUETOOTH BS05B 5W SEMP TCL            ,1.0,2114,15
SMARTPHONE LG K8 PLUS PLATINUM               ,1.0,2115,113
TABLET NB707 MINI MS50L BRANCO/DOURADO       ,1.0,2116,157
TABLET NB710 MS60 PRETO/PRATA MULTILASER     ,1.0,2117,104
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,2117,160
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2118,6
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,2119,1
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2120,6
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,2121,92
RADIO AUTOMOTIVO P3335 POP 1 4X25WRMS PT     ,1.0,2122,182
SMARTPHONE SAMSUNG GAL A20  A205 32GB PRETO  ,1.0,2122,58
SMARTPHONE LG K9 TV LM-X210BMW INDIGO        ,1.0,2123,7
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,2123,32
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,2124,25
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,2125,45
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,2125,1
CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     ,1.0,2126,44
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,2127,6
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,2127,72
